Employee ID,Location,Trainer,Training Outcome,Training Program Name,Training Type
2168,New Angelafort,Douglas Harris,Incomplete,Customer Service,Internal
2169,Kingshire,Danielle Valdez,Failed,Customer Service,External
2170,Richardhaven,Thomas Cunningham,Completed,Leadership Development,External
2171,Chapmanfurt,Loretta Hunter,Passed,Communication Skills,External
2172,Rosemouth,Amanda Kelly,Incomplete,Project Management,External
2173,Jessebury,Alexander Harris,Completed,Technical Skills,External
2174,Hernandezport,Thomas Elliott,Incomplete,Technical Skills,External
2175,East Maria,Charles Rush,Completed,Communication Skills,External
2176,Bennettchester,Michael Montgomery,Completed,Communication Skills,External
2177,Amberhaven,Christina Nguyen,Passed,Customer Service,External
2178,Lindseyville,John Lowe,Completed,Communication Skills,Internal
2179,Andersonport,Shannon Norman,Passed,Leadership Development,External
2180,West Danielland,Daniel Bennett,Incomplete,Technical Skills,External
2181,East Arthurtown,Brendan Francis,Incomplete,Communication Skills,Internal
2182,Jenniferland,Steven Ingram,Completed,Communication Skills,External
2183,North Vanessaland,Jasmine Parks,Completed,Communication Skills,External
2184,Maynardfort,Summer Brown,Failed,Communication Skills,External
2185,East Carrie,David Ruiz,Incomplete,Customer Service,Internal
2186,West Michael,Kari Davis,Failed,Leadership Development,External
2187,Gilesstad,Christopher Maxwell,Completed,Communication Skills,Internal
2188,Lake Veronicabury,Monica Fox,Incomplete,Leadership Development,Internal
2189,Lake Scott,Seth Rice,Passed,Customer Service,External
2190,Lake Elizabeth,Patricia King,Completed,Technical Skills,Internal
2191,Smithside,Ronald Jackson,Failed,Communication Skills,Internal
2192,New Edwinville,Billy Kelly,Completed,Leadership Development,External
2193,Nelsonport,Eric Jarvis,Incomplete,Technical Skills,External
2194,North Suzanne,Joseph Bell,Incomplete,Customer Service,External
2195,East Matthew,Traci Costa,Failed,Project Management,External
2196,Carrborough,Christine Cook,Completed,Technical Skills,External
2197,Lake Jameschester,Harry Gibson,Passed,Technical Skills,External
2198,Deanland,Melissa Perkins,Failed,Leadership Development,Internal
2199,West Angelabury,Samuel Henry,Passed,Project Management,External
2200,South Jamesburgh,Betty Cox,Incomplete,Project Management,External
2201,Jamesshire,Nathan Williams,Completed,Leadership Development,Internal
2202,New Bobbyville,Andrea Beck,Completed,Customer Service,Internal
2203,West Markside,Raymond Chavez,Incomplete,Technical Skills,External
2204,Davidhaven,Matthew Lee,Passed,Customer Service,Internal
2205,Bryanville,Mitchell Rogers,Incomplete,Leadership Development,Internal
2206,Dustinside,Elizabeth Fischer,Completed,Technical Skills,Internal
2207,Jonesstad,Christine Stevens,Incomplete,Project Management,External
2208,Marthamouth,Susan Shelton,Incomplete,Technical Skills,Internal
2209,Richardsville,David Anderson,Completed,Technical Skills,External
2210,Schmittbury,Charles Garner,Completed,Technical Skills,Internal
2211,North Sonyatown,James Fox,Completed,Leadership Development,External
2212,Frankside,David Flores,Incomplete,Technical Skills,Internal
2213,North Benjamin,Lindsey Warner,Passed,Technical Skills,Internal
2214,Emilyview,Lori Stout,Passed,Leadership Development,Internal
2215,East Donnahaven,Andrea Rodriguez,Failed,Customer Service,External
2216,Torresburgh,Amanda Matthews,Incomplete,Customer Service,External
2217,East Melissa,Albert Clark,Failed,Communication Skills,External
2218,Silvaville,Brian Turner,Incomplete,Technical Skills,Internal
2219,Kimberlyshire,Abigail Gardner,Failed,Technical Skills,External
2220,Lake Richard,Kristen Oliver,Completed,Leadership Development,External
2221,East Sarahland,Daniel Morris,Incomplete,Technical Skills,Internal
2222,Baldwinport,Ian Martin,Failed,Project Management,External
2223,North Crystalfort,Bonnie King,Completed,Communication Skills,External
2224,Jacksonburgh,Edward Wood,Failed,Customer Service,Internal
2225,Bradleyland,Laura Li,Passed,Project Management,External
2226,Stevenmouth,Mr. Justin Hardy,Completed,Project Management,Internal
2227,East Joann,Sean Padilla,Passed,Project Management,Internal
2228,Pamelaport,Joseph Mays,Passed,Technical Skills,External
2229,Melissamouth,Tina Lee,Incomplete,Communication Skills,Internal
2230,Roberthaven,Diane Larson,Passed,Project Management,External
2231,Bowersbury,Lisa Edwards,Failed,Technical Skills,Internal
2232,Angelaton,Scott Smith,Completed,Customer Service,External
2233,Jenniferfurt,Monica Roberts,Passed,Customer Service,Internal
2234,South Gina,Nancy Reyes,Completed,Communication Skills,External
2235,North Evelyn,Sarah Mcpherson,Failed,Customer Service,Internal
2236,New Deborahshire,Jason Garcia,Passed,Customer Service,External
2237,West Maria,Robert Liu,Completed,Leadership Development,External
2238,Lauriemouth,Mr. Tyler Daniels,Completed,Communication Skills,External
2239,Robertmouth,Gina Smith,Passed,Technical Skills,Internal
2240,Tarabury,Denise Carter,Incomplete,Communication Skills,Internal
2241,Maryfurt,Robert Stevens,Failed,Communication Skills,External
2242,West Laura,Debbie Salas,Failed,Project Management,External
2243,New Timothystad,James Johnson,Passed,Leadership Development,External
2244,Nelsonstad,Carrie Thompson,Passed,Leadership Development,Internal
2245,Perryhaven,Oscar Rodriguez,Incomplete,Project Management,Internal
2246,Lake Kennethhaven,Patricia Ford,Completed,Project Management,Internal
2247,Barnettview,Tiffany Johnson,Incomplete,Communication Skills,External
2248,Langton,Ariana Anderson,Incomplete,Leadership Development,External
2249,East Jessicafort,Eric Moore,Failed,Customer Service,External
2250,Amyberg,Mariah Larsen,Failed,Communication Skills,Internal
2251,Gaineschester,Vickie Fisher,Incomplete,Technical Skills,External
2252,Justinfurt,Christine Kelly,Completed,Communication Skills,Internal
2253,North Andrew,Catherine Ellison,Incomplete,Communication Skills,External
2254,Martinview,Alexander Perez,Failed,Project Management,Internal
2255,West Jeffrey,Christopher Ryan,Completed,Customer Service,Internal
2256,Lewisville,Maria Johnson,Completed,Leadership Development,Internal
2257,New Sarahland,Tony Burns,Incomplete,Customer Service,External
2258,Lorifurt,Lisa Malone,Failed,Technical Skills,Internal
2259,East Andrewview,Jesus Holmes,Failed,Communication Skills,External
2260,East Kristyfort,Autumn Stephenson,Incomplete,Customer Service,Internal
2261,East Mitchellchester,Brenda Nguyen,Failed,Project Management,External
2262,New Brett,Andrea Scott,Incomplete,Communication Skills,External
2263,New Johnburgh,Anthony Wyatt,Incomplete,Project Management,Internal
2264,Lake Christopher,Randy Logan,Failed,Communication Skills,External
2265,North Peter,Robert Phelps,Failed,Customer Service,Internal
2266,Lake Eileen,Sharon Lee,Completed,Leadership Development,External
2267,Seanberg,Nicholas Powell,Passed,Technical Skills,Internal
2268,Pattersonburgh,Jennifer Johnston,Failed,Communication Skills,Internal
2269,Taylorview,Lauren Miller,Incomplete,Technical Skills,Internal
2270,East Kyle,Karen Bailey,Passed,Technical Skills,Internal
2271,Sanchezchester,Anna Barnett,Failed,Customer Service,Internal
2272,Port Grant,Dana Alvarez,Passed,Communication Skills,Internal
2273,West Benjamin,Laura Snyder,Passed,Leadership Development,External
2274,Jasmineland,Karen Brown,Failed,Customer Service,External
2275,East Jessica,Vanessa Lynch,Incomplete,Technical Skills,External
2276,East Adriana,Sean Patterson,Completed,Customer Service,External
2277,Brittanyshire,Wayne Williams,Completed,Communication Skills,Internal
2278,Traceyfurt,Katie Mccarthy,Completed,Leadership Development,External
2279,Ryanberg,Laura Thomas,Passed,Technical Skills,External
2280,Carsonchester,Joseph Campbell,Passed,Customer Service,External
2281,Fosterborough,Margaret Morrison,Failed,Technical Skills,Internal
2282,New Amandabury,Michael Smith,Incomplete,Leadership Development,External
2283,North Baileyport,Jason Salas,Failed,Leadership Development,External
2284,Moralesville,Wanda Jones,Passed,Technical Skills,External
2285,South Jennifer,Thomas Adams,Completed,Customer Service,Internal
2286,Port Denise,Vincent Lopez,Failed,Project Management,External
2287,East Brandonmouth,Amanda Lee,Passed,Communication Skills,Internal
2288,New Joseton,Kimberly Atkinson,Failed,Communication Skills,Internal
2289,Elizabethberg,Carl Mathis,Completed,Technical Skills,External
2290,New Bobbyfort,Juan Dennis,Failed,Communication Skills,Internal
2291,Kellybury,Eric Gonzales,Incomplete,Project Management,Internal
2292,New Michaeltown,Jennifer Cline MD,Completed,Communication Skills,External
2293,Harperside,Andrew Wright,Failed,Project Management,Internal
2294,West Whitneymouth,Robert Kidd,Failed,Communication Skills,External
2295,Lake Adam,Angela Carter,Passed,Communication Skills,Internal
2296,West Seantown,Carl Peters,Passed,Technical Skills,Internal
2297,Debbiechester,Sherri Cole,Completed,Leadership Development,Internal
2298,Mercedesberg,Michael Berry,Failed,Communication Skills,External
2299,Camposland,Laura Brooks DVM,Failed,Customer Service,External
2300,Port Jack,David Reilly,Completed,Customer Service,External
2301,Donnafort,Kimberly Mitchell,Incomplete,Technical Skills,Internal
2302,South Gregoryville,Alexander Garcia,Passed,Project Management,Internal
2303,East Barryview,Meghan Robinson,Passed,Customer Service,External
2304,South Jennifer,Chad Snow,Passed,Customer Service,Internal
2305,Port Gary,Courtney Smith,Incomplete,Communication Skills,External
2306,Lake Jennifer,Mark Cordova,Failed,Communication Skills,External
2307,Lake Troy,Cory Garcia,Passed,Customer Service,Internal
2308,North Stephanieton,Kelsey Garcia,Completed,Communication Skills,Internal
2309,Michellechester,Tammy Norman,Incomplete,Communication Skills,Internal
2310,Maryburgh,Elizabeth Crane,Incomplete,Leadership Development,Internal
2311,Johnport,Robert Powell,Passed,Leadership Development,External
2312,New Caitlinland,Tammy Foster,Completed,Leadership Development,Internal
2313,Markburgh,Michelle Travis,Passed,Project Management,External
2314,North Allison,Mark Francis,Failed,Communication Skills,External
2315,Lake Theresafurt,Steven Greer III,Incomplete,Customer Service,External
2316,West Howardview,Ashley Solis,Failed,Communication Skills,Internal
2317,East Sethchester,Rachel Bell,Failed,Customer Service,External
2318,Moorehaven,Lisa Zuniga,Incomplete,Communication Skills,External
2319,Jeremyfort,Richard Nguyen,Passed,Customer Service,Internal
2320,Lake Lee,Lucas Hernandez,Incomplete,Communication Skills,External
2321,Tranberg,Margaret Perkins,Incomplete,Communication Skills,Internal
2322,Port Gregory,Timothy Valencia,Completed,Communication Skills,Internal
2323,North Jessica,Hunter Garcia,Incomplete,Project Management,External
2324,Davidborough,Christopher Price,Incomplete,Communication Skills,External
2325,Erikfort,Leslie Miller,Completed,Project Management,Internal
2326,Danielside,Travis Cummings,Completed,Customer Service,External
2327,Hopkinstown,Renee Curtis,Incomplete,Customer Service,External
2328,West Wendy,Michelle Alvarado,Passed,Communication Skills,Internal
2329,Jonesmouth,Dr. John Moore,Incomplete,Leadership Development,External
2330,Tiffanystad,Bobby Poole,Passed,Customer Service,Internal
2331,Rachelstad,Daniel Scott,Failed,Technical Skills,Internal
2332,Austinborough,Dustin Ramsey,Completed,Communication Skills,Internal
2333,Andrewside,Jeremy Ramirez,Failed,Technical Skills,Internal
2334,Raymondberg,Robert Stevens,Failed,Project Management,Internal
2335,Port Nicolebury,Beth Ellis,Completed,Communication Skills,Internal
2336,Onealland,Rachel Rogers,Completed,Communication Skills,External
2337,Port Jessicafurt,Lisa Payne,Incomplete,Project Management,Internal
2338,Lake Ashlee,Megan Smith,Completed,Customer Service,External
2339,Morganside,Harold Miller,Failed,Leadership Development,Internal
2340,Port Glennview,Timothy Jones,Failed,Project Management,External
2341,South Bradleychester,Sara Perry,Failed,Communication Skills,Internal
2342,Eugeneborough,Steven Hernandez,Completed,Communication Skills,Internal
2343,East Dennis,Stephanie Brown,Completed,Customer Service,Internal
2344,Lake Ruth,Lisa Johnson,Completed,Technical Skills,External
2345,Williamston,Joanna Long,Incomplete,Project Management,External
2346,Port Travismouth,Stephanie Farmer,Completed,Customer Service,External
2347,South Heiditon,Monica Wilson,Passed,Communication Skills,Internal
2348,West Kathleen,Chase Carter,Passed,Technical Skills,Internal
2349,Longstad,Rebecca Bradley,Completed,Communication Skills,Internal
2350,Port Suzanne,Adrian Flores,Failed,Leadership Development,Internal
2351,East Justinton,Rebecca Romero,Incomplete,Communication Skills,Internal
2352,Murrayside,John Whitaker,Completed,Communication Skills,External
2353,Jonestown,Joseph Day,Failed,Technical Skills,Internal
2354,South Jennifer,Shannon White,Completed,Communication Skills,External
2355,East Jennifer,Scott Young,Failed,Customer Service,External
2356,East Travisstad,Pamela Mclaughlin,Passed,Technical Skills,External
2357,Hendrickschester,Meredith Miller,Failed,Leadership Development,Internal
2358,Eddiemouth,Dr. Christina Dickerson,Incomplete,Project Management,External
2359,Piercestad,David Davis,Failed,Technical Skills,External
2360,Jonesberg,Tammy Sampson,Passed,Project Management,Internal
2361,North Monicahaven,Matthew Jones,Failed,Customer Service,External
2362,Villanuevamouth,Amanda Lee,Incomplete,Project Management,Internal
2363,Billyville,Regina Blevins,Incomplete,Communication Skills,External
2364,Kingborough,Cathy Wolf,Completed,Project Management,External
2365,Laneside,Kristin Rodriguez,Passed,Communication Skills,External
2366,North Danieltown,Melissa Martinez,Incomplete,Project Management,Internal
2367,West Nicolechester,Christopher Hughes,Completed,Project Management,Internal
2368,Lisafurt,Pamela Richards,Completed,Technical Skills,External
2369,Butlershire,Sergio James,Failed,Leadership Development,External
2370,Henrytown,Brian Kelly,Incomplete,Leadership Development,External
2371,Kristenshire,Jennifer Jones,Passed,Customer Service,Internal
2372,West David,David Maldonado,Completed,Leadership Development,Internal
2373,Paynetown,Robert Tapia,Completed,Project Management,External
2374,West Heather,Corey Hines,Incomplete,Customer Service,External
